Gmt time,Open,High,Low,Close
2015-04-27 00:00:00,219.49,229.93,217.52,226.01
2015-04-28 00:00:00,226.01,228.06,221.45,225.11
2015-04-29 00:00:00,225.11,226.99,221.81,225.49
2015-04-30 00:00:00,225.49,240.0,224.6,235.75
2015-05-01 00:00:00,235.75,239.23,231.04,231.96
2015-05-02 00:00:00,231.96,234.9,229.87,233.9
2015-05-03 00:00:00,233.9,242.25,232.31,239.18
2015-05-04 00:00:00,239.18,242.2,236.07,237.93
2015-05-05 00:00:00,237.93,238.99,229.66,234.37
2015-05-06 00:00:00,234.37,235.98,227.01,229.78
2015-05-07 00:00:00,229.78,240.0,227.35,236.82
2015-05-08 00:00:00,236.82,246.57,235.29,243.16
2015-05-09 00:00:00,243.16,247.01,238.62,241.4
2015-05-10 00:00:00,241.4,244.99,238.02,239.08
2015-05-11 00:00:00,239.08,241.0,237.99,239.0
2015-05-12 00:00:00,240.06,242.0,238.56,241.3
2015-05-13 00:00:00,241.3,244.14,235.06,236.9
2015-05-14 00:00:00,236.9,239.7,232.22,236.95
2015-05-15 00:00:00,236.95,239.28,235.12,237.12
2015-05-16 00:00:00,237.12,237.4,234.0,235.6
2015-05-17 00:00:00,235.6,237.0,234.15,236.05
2015-05-18 00:00:00,236.05,236.94,231.44,232.24
2015-05-19 00:00:00,232.24,234.24,230.86,231.69
2015-05-20 00:00:00,231.69,234.86,231.0,233.8
2015-05-21 00:00:00,233.8,236.52,233.75,235.49
2015-05-22 00:00:00,235.49,240.9,232.92,238.99
2015-05-23 00:00:00,238.99,240.67,237.4,237.71
2015-05-24 00:00:00,237.71,241.64,237.66,239.68
2015-05-25 00:00:00,239.68,240.1,233.1,235.48
2015-05-26 00:00:00,235.48,236.23,235.0,236.21
2015-05-27 00:00:00,236.21,237.35,234.0,235.34
2015-05-28 00:00:00,235.34,236.8,234.87,236.46
2015-05-29 00:00:00,236.46,236.52,234.0,236.02
2015-05-30 00:00:00,236.02,236.21,231.0,232.07
2015-05-31 00:00:00,232.07,232.51,228.0,229.08
2015-06-01 00:00:00,229.08,231.2,220.65,223.67
2015-06-02 00:00:00,223.67,226.38,221.34,224.78
2015-06-03 00:00:00,224.78,226.99,222.57,225.11
2015-06-04 00:00:00,225.11,225.98,222.0,222.37
2015-06-05 00:00:00,222.37,225.9,219.03,224.49
2015-06-06 00:00:00,224.49,225.26,223.07,224.36
2015-06-07 00:00:00,224.36,225.48,221.86,222.86
2015-06-08 00:00:00,222.86,229.4,222.09,228.11
2015-06-09 00:00:00,228.11,230.79,226.67,229.49
2015-06-10 00:00:00,229.49,229.75,226.83,227.51
2015-06-11 00:00:00,227.51,229.57,227.25,229.01
2015-06-12 00:00:00,229.01,230.7,228.29,229.61
2015-06-13 00:00:00,229.61,232.03,228.06,231.51
2015-06-14 00:00:00,231.51,234.0,230.94,231.77
2015-06-15 00:00:00,231.77,237.09,231.55,235.92
2015-06-16 00:00:00,235.92,252.05,234.35,248.75
2015-06-17 00:00:00,248.75,257.39,243.2,245.78
2015-06-18 00:00:00,245.78,251.58,240.0,248.09
2015-06-19 00:00:00,248.09,249.93,242.14,243.42
2015-06-20 00:00:00,243.42,245.56,239.93,244.69
2015-06-21 00:00:00,244.69,245.0,241.06,243.37
2015-06-22 00:00:00,243.37,247.99,242.64,247.09
2015-06-23 00:00:00,247.09,247.25,242.14,243.78
2015-06-24 00:00:00,243.78,244.14,238.2,240.69
2015-06-25 00:00:00,240.69,242.9,239.18,241.65
2015-06-26 00:00:00,241.65,243.44,240.0,243.2
2015-06-27 00:00:00,243.2,252.0,242.36,251.17
2015-06-28 00:00:00,251.17,251.4,247.04,248.9
2015-06-29 00:00:00,248.9,256.94,248.15,256.38
2015-06-30 00:00:00,256.38,268.0,255.0,264.13
2015-07-01 00:00:00,264.13,265.25,253.81,257.07
2015-07-02 00:00:00,257.07,260.77,253.19,254.69
2015-07-03 00:00:00,254.69,256.44,252.4,255.86
2015-07-04 00:00:00,255.86,261.28,254.05,260.74
2015-07-05 00:00:00,260.74,274.74,258.75,270.33
2015-07-06 00:00:00,270.33,278.54,267.13,269.47
2015-07-07 00:00:00,269.47,271.69,264.01,266.18
2015-07-08 00:00:00,266.18,273.0,263.01,269.39
2015-07-09 00:00:00,269.39,271.98,265.92,269.65
2015-07-10 00:00:00,269.65,294.71,268.63,286.61
2015-07-11 00:00:00,286.61,298.05,283.88,292.02
2015-07-12 00:00:00,292.02,317.99,291.64,310.24
2015-07-13 00:00:00,310.24,310.73,281.0,292.0
2015-07-14 00:00:00,292.0,297.13,286.02,287.96
2015-07-15 00:00:00,287.96,293.7,285.4,285.55
2015-07-16 00:00:00,285.55,292.4,274.92,277.23
2015-07-17 00:00:00,278.27,280.73,272.31,279.43
2015-07-18 00:00:00,279.43,283.0,276.73,276.73
2015-07-19 00:00:00,276.73,278.1,275.12,275.5
2015-07-20 00:00:00,275.5,279.16,274.62,277.73
2015-07-21 00:00:00,277.73,281.07,276.28,276.48
2015-07-22 00:00:00,276.48,277.93,275.0,277.93
2015-07-23 00:00:00,277.93,278.55,275.79,276.67
2015-07-24 00:00:00,276.67,290.02,275.9,289.96
2015-07-25 00:00:00,289.96,292.0,286.5,289.34
2015-07-26 00:00:00,289.34,294.0,287.41,292.84
2015-07-27 00:00:00,292.84,297.44,286.43,294.27
2015-07-28 00:00:00,294.27,297.0,292.19,293.84
2015-07-29 00:00:00,293.84,294.67,287.27,289.63
2015-07-30 00:00:00,289.63,290.23,284.53,287.73
2015-07-31 00:00:00,287.73,289.0,281.8,284.39
2015-08-01 00:00:00,284.39,285.16,276.66,280.77
2015-08-02 00:00:00,280.77,282.9,276.57,281.5
2015-08-03 00:00:00,281.5,285.8,279.52,282.72
2015-08-04 00:00:00,282.72,285.88,280.26,284.65
2015-08-05 00:00:00,284.65,285.86,280.63,281.99
2015-08-06 00:00:00,281.99,281.99,281.99,281.99
2015-08-07 00:00:00,281.99,281.99,277.43,279.01
2015-08-08 00:00:00,279.01,279.97,260.41,261.71
2015-08-09 00:00:00,261.71,268.95,261.01,265.36
2015-08-10 00:00:00,265.36,266.79,261.6,264.33
2015-08-11 00:00:00,264.33,270.87,263.64,270.0
2015-08-12 00:00:00,270.0,271.5,265.71,268.51
2015-08-13 00:00:00,268.51,269.37,262.32,264.65
2015-08-14 00:00:00,264.65,266.99,262.0,265.71
2015-08-15 00:00:00,265.71,266.5,260.45,261.03
2015-08-16 00:00:00,261.03,262.2,254.01,256.09
2015-08-17 00:00:00,256.09,259.12,254.63,256.66
2015-08-18 00:00:00,256.66,256.99,245.05,246.0
2015-08-19 00:00:00,246.0,246.0,221.11,227.1
2015-08-20 00:00:00,227.1,236.66,226.01,235.95
2015-08-21 00:00:00,235.95,236.66,231.77,233.27
2015-08-22 00:00:00,233.27,235.2,223.01,230.47
2015-08-23 00:00:00,230.47,234.03,227.13,228.47
2015-08-24 00:00:00,228.47,228.99,207.73,211.79
2015-08-25 00:00:00,211.79,228.04,198.12,221.64
2015-08-26 00:00:00,221.64,231.09,219.77,225.17
2015-08-27 00:00:00,225.17,228.89,223.17,223.8
2015-08-28 00:00:00,223.8,235.93,220.29,232.09
2015-08-29 00:00:00,232.09,233.9,226.67,229.23
2015-08-30 00:00:00,229.23,232.75,225.04,228.43
2015-08-31 00:00:00,228.43,232.49,224.39,229.84
2015-09-01 00:00:00,229.84,231.67,226.17,227.65
2015-09-02 00:00:00,227.65,230.77,226.0,228.77
2015-09-03 00:00:00,228.77,229.96,226.5,226.79
2015-09-04 00:00:00,226.79,231.4,226.33,231.09
2015-09-05 00:00:00,231.09,237.22,229.23,235.45
2015-09-06 00:00:00,235.45,244.2,235.02,240.45
2015-09-07 00:00:00,240.45,242.91,238.44,240.12
2015-09-08 00:00:00,240.12,246.24,239.89,244.04
2015-09-09 00:00:00,244.04,244.22,237.01,237.96
2015-09-10 00:00:00,237.96,241.65,234.78,238.5
2015-09-11 00:00:00,238.5,240.94,237.5,239.94
2015-09-12 00:00:00,239.94,240.0,233.02,235.61
2015-09-13 00:00:00,235.61,236.09,228.0,230.17
2015-09-14 00:00:00,230.17,232.92,223.99,229.51
2015-09-15 00:00:00,229.51,231.21,226.5,229.3
2015-09-16 00:00:00,229.3,230.0,223.0,227.85
2015-09-17 00:00:00,227.85,235.0,227.0,232.44
2015-09-18 00:00:00,232.44,234.4,230.83,232.82
2015-09-19 00:00:00,232.82,233.76,229.98,230.23
2015-09-20 00:00:00,230.23,231.7,229.01,230.29
2015-09-21 00:00:00,230.29,230.34,225.0,225.93
2015-09-22 00:00:00,226.15,231.96,223.12,229.59
2015-09-23 00:00:00,230.08,231.5,228.0,229.41
2015-09-24 00:00:00,229.42,235.52,228.89,233.19
2015-09-25 00:00:00,233.88,237.25,232.56,235.13
2015-09-26 00:00:00,235.14,235.67,233.0,233.89
2015-09-27 00:00:00,233.81,234.61,231.16,231.91
2015-09-28 00:00:00,232.4,239.68,231.69,239.0
2015-09-29 00:00:00,239.14,240.56,235.09,236.71
2015-09-30 00:00:00,236.78,238.27,234.67,236.65
2015-10-01 00:00:00,236.19,239.44,235.01,237.52
2015-10-02 00:00:00,237.15,239.06,235.0,237.69
2015-10-03 00:00:00,237.77,239.86,236.3,238.77
2015-10-04 00:00:00,239.06,239.98,237.62,238.4
2015-10-05 00:00:00,238.6,240.57,236.1,240.53
2015-10-06 00:00:00,240.85,248.19,239.52,246.93
2015-10-07 00:00:00,246.79,247.65,242.3,243.47
2015-10-08 00:00:00,243.47,244.76,242.06,243.41
2015-10-09 00:00:00,243.29,244.95,242.16,244.49
2015-10-10 00:00:00,244.49,246.43,243.0,245.72
2015-10-11 00:00:00,245.71,248.5,244.53,247.83
2015-10-12 00:00:00,248.05,248.47,245.01,245.48
2015-10-13 00:00:00,245.81,250.89,242.82,248.69
2015-10-14 00:00:00,249.97,255.93,248.06,252.46
2015-10-15 00:00:00,252.47,256.5,250.3,254.44
2015-10-16 00:00:00,254.49,267.0,253.69,262.5
2015-10-17 00:00:00,263.09,273.0,260.8,268.99
2015-10-18 00:00:00,270.04,271.17,260.0,261.0
2015-10-19 00:00:00,260.99,266.01,259.82,264.43
2015-10-20 00:00:00,264.28,272.95,262.67,270.23
2015-10-21 00:00:00,270.3,272.69,264.0,267.8
2015-10-22 00:00:00,267.9,280.04,267.39,275.3
2015-10-23 00:00:00,275.12,280.19,273.46,277.71
2015-10-24 00:00:00,278.6,283.0,278.22,282.59
2015-10-25 00:00:00,283.03,296.0,282.2,288.27
2015-10-26 00:00:00,283.96,286.99,279.25,285.82
2015-10-27 00:00:00,286.9,300.0,286.15,295.17
2015-10-28 00:00:00,295.59,308.48,294.4,304.05
2015-10-29 00:00:00,304.77,319.6,301.7,313.73
2015-10-30 00:00:00,314.95,334.05,313.5,328.78
2015-10-31 00:00:00,328.15,334.67,302.99,310.06
2015-11-01 00:00:00,309.3,329.85,303.01,328.98
2015-11-02 00:00:00,325.78,369.02,320.0,361.98
2015-11-03 00:00:00,361.73,420.77,360.4,398.21
2015-11-04 00:00:00,404.55,502.0,368.11,404.3
2015-11-05 00:00:00,407.99,448.79,364.37,383.22
2015-11-06 00:00:00,387.77,396.67,353.26,371.79
2015-11-07 00:00:00,374.41,392.82,371.07,385.76
2015-11-08 00:00:00,384.62,390.47,366.18,371.87
2015-11-09 00:00:00,372.86,386.79,360.54,379.88
2015-11-10 00:00:00,378.32,381.44,323.63,337.69
2015-11-11 00:00:00,336.66,341.41,294.0,303.0
2015-11-12 00:00:00,309.9,344.78,308.42,334.94
2015-11-13 00:00:00,337.17,342.0,325.0,333.51
2015-11-14 00:00:00,336.28,356.1,325.45,331.61
2015-11-15 00:00:00,333.02,334.99,314.6,317.0
2015-11-16 00:00:00,319.3,332.2,315.0,330.9
2015-11-17 00:00:00,330.95,350.44,329.0,335.44
2015-11-18 00:00:00,336.0,337.89,330.28,337.06
2015-11-19 00:00:00,334.53,336.48,324.94,324.95
2015-11-20 00:00:00,326.51,327.73,310.0,321.5
2015-11-21 00:00:00,322.05,328.94,318.52,324.99
2015-11-22 00:00:00,326.5,326.6,320.13,323.11
2015-11-23 00:00:00,324.24,326.09,320.39,323.01
2015-11-24 00:00:00,323.48,323.5,317.0,318.42
2015-11-25 00:00:00,319.7,330.84,316.0,328.3
2015-11-26 00:00:00,328.9,369.7,328.53,356.39
2015-11-27 00:00:00,353.9,364.8,347.84,359.87
2015-11-28 00:00:00,357.14,359.44,350.41,356.39
2015-11-29 00:00:00,356.78,373.15,354.45,371.04
2015-11-30 00:00:00,371.48,383.0,367.11,377.98
2015-12-01 00:00:00,376.7,379.0,354.56,362.95
2015-12-02 00:00:00,363.06,363.06,348.64,359.97
2015-12-03 00:00:00,359.11,370.53,356.21,361.32
2015-12-04 00:00:00,361.48,364.3,355.92,362.3
2015-12-05 00:00:00,363.62,389.89,363.0,384.67
2015-12-06 00:00:00,388.0,399.85,383.0,394.6
2015-12-07 00:00:00,387.18,399.91,381.01,395.1
2015-12-08 00:00:00,394.96,409.0,388.33,409.0
2015-12-09 00:00:00,418.8,424.95,400.0,416.08
2015-12-10 00:00:00,416.98,419.79,408.91,416.28
2015-12-11 00:00:00,415.36,454.36,415.13,451.68
2015-12-12 00:00:00,452.99,467.8,403.0,435.87
2015-12-13 00:00:00,436.08,442.97,422.03,435.8
2015-12-14 00:00:00,432.89,448.12,428.42,442.37
2015-12-15 00:00:00,443.36,464.99,442.94,463.61
2015-12-16 00:00:00,464.5,465.0,436.89,455.1
2015-12-17 00:00:00,455.63,458.84,448.75,456.01
2015-12-18 00:00:00,455.87,466.64,453.5,463.0
2015-12-19 00:00:00,462.99,465.9,452.03,460.96
2015-12-20 00:00:00,461.8,462.0,433.83,441.48
2015-12-21 00:00:00,442.54,450.0,425.52,437.56
2015-12-22 00:00:00,438.07,443.58,433.06,436.15
2015-12-23 00:00:00,435.18,445.52,434.43,443.34
2015-12-24 00:00:00,442.5,459.54,442.5,455.71
2015-12-25 00:00:00,455.42,458.33,448.0,455.5
2015-12-26 00:00:00,455.51,457.45,407.25,417.42
2015-12-27 00:00:00,417.11,425.42,410.5,423.29
2015-12-28 00:00:00,421.57,429.86,417.01,420.7
2015-12-29 00:00:00,420.81,433.17,418.55,430.04
2015-12-30 00:00:00,431.7,434.97,420.75,427.05
2015-12-31 00:00:00,426.09,433.89,419.99,430.57
2016-01-01 00:00:00,430.89,436.0,427.2,434.98
2016-01-02 00:00:00,434.87,435.99,430.42,433.74
2016-01-03 00:00:00,433.2,434.09,424.06,430.85
2016-01-04 00:00:00,430.79,435.86,428.44,433.97
2016-01-05 00:00:00,434.17,435.39,429.5,431.89
2016-01-06 00:00:00,432.45,432.67,426.54,431.84
2016-01-07 00:00:00,429.99,457.79,429.25,457.79
2016-01-08 00:00:00,457.0,465.0,444.51,451.32
2016-01-09 00:00:00,452.02,454.0,446.68,449.95
2016-01-10 00:00:00,448.84,449.89,440.8,447.21
2016-01-11 00:00:00,448.79,451.13,438.0,448.99
2016-01-12 00:00:00,448.0,448.0,442.88,446.27
2016-01-13 00:00:00,434.89,438.35,424.5,432.53
2016-01-14 00:00:00,432.64,434.0,427.0,429.22
2016-01-15 00:00:00,429.55,429.8,365.0,372.85
2016-01-16 00:00:00,360.0,387.5,352.0,386.43
2016-01-17 00:00:00,387.28,391.14,376.0,382.85
2016-01-18 00:00:00,380.16,388.5,373.63,385.0
2016-01-19 00:00:00,385.47,386.92,375.59,379.88
2016-01-20 00:00:00,376.77,422.98,372.53,410.93
2016-01-21 00:00:00,418.9,421.25,404.59,410.03
2016-01-22 00:00:00,409.42,410.07,374.45,381.78
2016-01-23 00:00:00,382.85,395.0,381.05,386.92
2016-01-24 00:00:00,386.37,405.97,385.36,402.5
2016-01-25 00:00:00,402.16,402.31,385.5,392.58
2016-01-26 00:00:00,390.1,397.7,386.2,390.66
2016-01-27 00:00:00,391.77,397.0,390.31,395.0
2016-01-28 00:00:00,394.62,395.56,376.0,379.16
2016-01-29 00:00:00,379.55,383.99,363.73,379.44
2016-01-30 00:00:00,378.12,380.42,372.95,376.6
2016-01-31 00:00:00,376.38,379.3,367.77,370.0
2016-02-01 00:00:00,368.49,378.2,366.53,371.5
2016-02-02 00:00:00,371.79,375.0,369.73,373.18
2016-02-03 00:00:00,373.05,374.0,365.0,367.64
2016-02-04 00:00:00,368.4,391.88,367.95,390.0
2016-02-05 00:00:00,388.0,389.5,382.99,385.88
2016-02-06 00:00:00,384.97,384.98,371.35,374.27
2016-02-07 00:00:00,375.39,380.0,373.04,375.4
2016-02-08 00:00:00,375.0,378.99,369.99,371.16
2016-02-09 00:00:00,370.95,377.0,369.12,373.16
2016-02-10 00:00:00,373.69,383.85,372.12,379.86
2016-02-11 00:00:00,379.34,380.5,373.54,377.99
2016-02-12 00:00:00,377.98,383.0,377.07,382.88
2016-02-13 00:00:00,383.0,390.08,382.0,389.51
2016-02-14 00:00:00,390.99,404.0,390.59,403.95
2016-02-15 00:00:00,405.5,409.71,393.4,399.0
2016-02-16 00:00:00,399.5,407.8,396.0,406.47
2016-02-17 00:00:00,407.51,421.11,404.0,415.52
2016-02-18 00:00:00,415.59,424.9,413.4,420.31
2016-02-19 00:00:00,421.15,422.0,414.0,419.27
2016-02-20 00:00:00,419.98,443.96,419.5,440.24
2016-02-21 00:00:00,434.63,447.99,426.0,437.7
2016-02-22 00:00:00,438.33,439.5,431.15,437.97
2016-02-23 00:00:00,438.26,440.0,414.0,420.05
2016-02-24 00:00:00,419.1,424.28,409.07,422.61
2016-02-25 00:00:00,423.79,426.75,415.79,423.51
2016-02-26 00:00:00,423.38,428.38,418.01,427.8
2016-02-27 00:00:00,432.0,435.0,428.22,431.06
2016-02-28 00:00:00,431.07,435.0,422.29,432.16
2016-02-29 00:00:00,430.26,440.99,428.12,436.62
2016-03-01 00:00:00,436.75,437.5,427.01,433.31
2016-03-02 00:00:00,433.33,434.5,424.0,425.18
2016-03-03 00:00:00,422.4,424.47,415.85,420.27
2016-03-04 00:00:00,420.29,423.9,407.55,409.97
2016-03-05 00:00:00,408.18,408.98,382.0,398.5
2016-03-06 00:00:00,399.77,412.31,393.11,404.78
2016-03-07 00:00:00,406.15,414.96,403.03,414.76
2016-03-08 00:00:00,413.96,414.99,408.46,412.13
2016-03-09 00:00:00,412.14,413.51,408.75,412.66
2016-03-10 00:00:00,412.99,416.9,409.31,416.5
2016-03-11 00:00:00,416.0,421.91,415.11,418.1
2016-03-12 00:00:00,419.14,420.93,406.59,410.47
2016-03-13 00:00:00,409.95,417.0,409.67,412.64
2016-03-14 00:00:00,412.99,415.22,410.5,413.85
2016-03-15 00:00:00,414.83,417.43,412.15,415.89
2016-03-16 00:00:00,415.84,416.61,413.15,416.49
2016-03-17 00:00:00,416.52,419.0,415.66,418.49
2016-03-18 00:00:00,418.47,418.49,403.34,408.21
2016-03-19 00:00:00,407.5,409.95,404.1,408.94
2016-03-20 00:00:00,408.36,412.0,406.6,411.34
2016-03-21 00:00:00,410.62,411.96,406.5,410.99
2016-03-22 00:00:00,411.15,416.99,410.35,415.89
